channel_number,OMR_Flow,channel_id,node,lolo,lomed,lohi,medlo,medmed,medhi,hilo,himed,hihi,Alt,length_feet,upnode,downnode
1,-5000,0,1,0.9980414180275596,0.99949877477689,0.9993868606482326,0.998197432549026,0.9991979376646496,0.9993113376716242,0.9958588937273012,0.9993124366951616,0.9999107372230244,Alt2b,19500,1,2
1,-3500,0,1,0.998292741497414,0.9997780759221018,0.999934672702762,-1,0.9997801667201828,0.999962543037081,0.9910848496915352,0.9897412510044478,0.9999590784290292,Alt1,19500,1,2
1,-5000,0,1,0.9972056815791948,0.9995943900331512,0.999386904925207,0.9984259223331552,0.9992113379906188,0.999317652568237,0.99523173355294,0.9992357012354268,0.9999190143231458,Alt2d,19500,1,2
1,-5000,0,1,0.9982254456351016,0.9996970459629296,0.9992906026054698,0.999028279945506,0.9995490413018764,0.9978909431360182,0.996374110656472,0.9993832911301248,0.9999190833322524,NAA,19500,1,2
1,-3500,0,1,0.999055694658179,0.9979265419003872,0.999929947962653,0.9993108844999716,0.9996344795056068,0.9999700076975137,0.9890272403172732,0.9994014894185334,0.9999583558505276,Alt4,19500,1,2
1,-2000,0,1,0.9994712123580451,0.998784627059128,0.9995725073999052,0.9961440005184862,0.9996669639887136,0.9999423382574274,-1,0.9997163411295024,0.999966349778975,Alt2d,19500,1,2
1,-3500,0,1,0.9990182270542834,0.999648755508118,0.9999370718785976,0.9954687993680458,0.9994821815366371,0.9999636338892026,0.9947923037385088,0.9994547852336048,0.9999568855049156,NAA,19500,1,2
1,<-5500,0,1,0.9955916162811496,0.9913503948167024,-1,0.9973455231298132,0.9993997445650128,0.9988468453952846,-1,0.9905773845994038,0.9999330362857431,Alt4,19500,1,2
1,-2000,0,1,0.9992929069974364,0.9995978817378184,0.9999666104452214,0.996777505237564,0.9998030104034556,0.9999538817621966,-1,0.999701742366082,0.9999552742028288,Alt4,19500,1,2
1,-2000,0,1,0.999482540669957,0.999085790574818,0.9999516004695416,0.9972445414224906,0.9996779212500572,0.9999422783482896,-1,0.9997192458169738,0.9999479497323454,Alt2c,19500,1,2
1,<-5500,0,1,0.997396389478416,-1,-1,0.9975655671687852,0.9997479335794196,-1,0.9990954384268363,0.999393042843598,0.9999352243215456,Alt2b,19500,1,2
1,-3500,0,1,0.9986870943816591,0.998064879013968,0.9999351984752194,0.9990669167512894,0.999722238805914,0.999959946540758,0.9991867087077068,0.9994473203852028,0.9999581452605218,Alt2a,19500,1,2
1,-2000,0,1,0.999392774700149,0.9995151008918975,0.9999661336972828,0.9966362761077494,0.9998079010221284,0.9999543591516452,-1,0.999717695137772,0.9999520670073384,Alt2b,19500,1,2
1,-2000,0,1,0.9993564723384344,0.9996961747296828,0.9999630718723052,0.9859840299230568,0.999872624478646,0.999797002654448,-1,0.9997688977848116,0.9999476022136626,NAA,19500,1,2
1,-5000,0,1,0.998854520007814,0.9994805786598768,0.999784253430078,0.9992963821650788,0.9997719622565518,0.9999571718148896,-1,-1,0.9999606382724632,Alt1,19500,1,2
1,<-5500,0,1,0.99650065267187,-1,-1,0.997823398131327,0.9997494708964622,-1,0.9988595596775224,0.9993934676902396,0.9999337936633316,Alt2d,19500,1,2
1,-2000,0,1,0.9994719261310472,0.99953839860052,0.9999664302791816,0.9966354344403476,0.9998161679937252,0.9999536454777568,-1,0.9997186399203511,0.9999552685070636,Alt2a,19500,1,2
1,<-5500,0,1,0.9974782365089347,-1,-1,0.9979437000507444,0.9997495231485192,-1,0.9990992634246834,0.999395334131783,0.9999355826784784,Alt2c,19500,1,2
1,<-5500,0,1,0.9973961363059056,-1,-1,0.9974406875161184,0.9997470073858772,-1,0.9990868642227456,0.9993928174088628,0.9999349540636416,Alt2a,19500,1,2
1,-5000,0,1,0.9976371984106648,0.999489598820764,0.9993868406616976,0.9984017089676432,0.9992481143048508,0.9993154123344704,0.9960370885145716,0.9992966599101136,0.9999180556163956,Alt2a,19500,1,2
1,<-5500,0,1,0.9953661374732424,-1,-1,0.9985516634428756,0.999712462328004,0.998863018057722,0.9990836373292832,0.9993921532910968,0.999916990688952,NAA,19500,1,2
1,-5000,0,1,0.9971653069623908,0.9995973977165924,0.9992979168953928,0.9980766729197867,0.99922322129995,0.9993160026885668,0.9958958427718452,0.999213198491526,0.9999110291998144,Alt2c,19500,1,2
1,-3500,0,1,0.9986262014228112,0.9997905705857824,0.9999330283959036,0.9989595256068156,0.9996696043741262,0.9999551168387568,0.999178369042111,0.9993759589926584,0.999954780883808,Alt2c,19500,1,2
1,-2000,0,1,0.999316298435636,0.9997873492054667,0.9999591314869136,0.997471295497165,0.9998158928666806,0.9999647305173096,-1,-1,0.9999503881892516,Alt1,19500,1,2
1,-5000,0,1,0.9983975694781788,0.9994864694066352,0.999388709522568,0.9987682503242872,0.9996548153975844,0.9998059810597506,0.9981058346078152,0.999529799137298,0.9999258046705364,Alt4,19500,1,2
1,<-5500,0,1,0.9977247205877956,0.9988455627436518,-1,0.9978303788817396,0.9994058914278744,0.9999224905170728,0.9976989181429512,0.9994157916334028,0.9999291943691084,Alt1,19500,1,2
1,-3500,0,1,0.9988223045610276,0.9997628780667004,0.9999211819631264,0.999090109064772,0.9996465586001162,0.999958799307196,0.992108747407934,0.999434109091581,0.9999473747356954,Alt2d,19500,1,2
1,-3500,0,1,0.998966277556914,0.9997136261949052,0.9999355605582808,0.9986600961457917,0.99974113780068,0.9999609422695628,0.9991889714008104,0.9994157938393678,0.9999578942807446,Alt2b,19500,1,2
2,-5000,1,2,0.971062836753658,0.9874680637088374,0.9965449338157022,0.9805880585912646,0.9868619887615324,0.994098510336762,0.9695215823528588,0.9931572650046672,0.9995812114820184,Alt2a,14000,2,3
2,-5000,1,2,0.971135232310952,0.98729781289599,0.9947527456431708,0.980683058183515,0.9872182387703256,0.994098103997284,0.9715268173166206,0.9920238438665372,0.9995875998742252,Alt2c,14000,2,3
2,<-5500,1,2,0.9720834018390692,-1,-1,0.971444340464678,0.9932665050809651,-1,0.9657172647681324,0.9872324048535976,0.9996729147168266,Alt2b,14000,2,3
2,-5000,1,2,0.9820449079865494,0.992777233938498,0.9978408893234164,0.9863957803695376,0.9935490092800952,0.9998583312172082,-1,-1,0.999794030332719,Alt1,14000,2,3
2,-3500,1,2,0.9845708907209516,0.9910348460320942,0.9996026579282216,0.9689612675606708,0.9889059607568323,0.9998171235035366,0.9626512492392988,0.9934737623897604,0.9997865211836549,NAA,14000,2,3
2,-3500,1,2,0.9870818655748056,0.9785762889063244,0.9995532338565144,0.9849391566841844,0.9944943932278952,0.9998038826322756,0.986199097942204,0.9933547337768932,0.9997787282908744,Alt2a,14000,2,3
2,<-5500,1,2,0.9729296593576507,-1,-1,0.9701502067364404,0.9932719350606516,-1,0.965118001614182,0.9872146704488935,0.9996726021537964,Alt2a,14000,2,3
2,-3500,1,2,0.9879241250188384,0.9942650676548952,0.9994844651627134,0.9841136579783656,0.9944863040363636,0.9997817164321012,0.9854861826280422,0.9941823252379206,0.999817847565069,Alt2c,14000,2,3
2,-3500,1,2,0.9883934856034952,0.9939626622902242,0.999555055278584,0.982822480297682,0.994168675835996,0.9998068312023596,0.9859165852662102,0.9930681621531257,0.9997816643468598,Alt2b,14000,2,3
2,-2000,1,2,0.9912007883232956,0.99423645466777,0.9998259099847524,0.9692292989628016,0.9968421582160222,0.999692856412218,-1,0.994735540034126,0.9998551445883924,Alt4,14000,2,3
2,-2000,1,2,0.993773950855284,0.9905784985211123,0.9979074125316088,0.9776568147685148,0.9935761586621086,0.9996019843174808,-1,0.994230206347548,0.9998621823868896,Alt2d,14000,2,3
2,-2000,1,2,0.9903493230845314,0.9959072888498384,0.999769118395714,0.9658763263642008,0.9971198664225684,0.9983317153848438,-1,0.994874160664855,0.9998415102681212,NAA,14000,2,3
2,-2000,1,2,0.9897353226940712,0.9938839444591512,0.9998250415450752,0.9688523743698252,0.996758170253991,0.9996917131987751,-1,0.9942925666304632,0.999843409188938,Alt2a,14000,2,3
