channel_id,channel_number,node,A,B,C,D,E
137,149,124,0.110166818,0.018951037,0.000306665,0.034979247,0.047405241
138,150,125,0.165650573,0.05077878,0.002342964,0.067185825,0.102021789
139,151,126,0.177663619,0.058799613,0.003357887,0.075222539,0.113568524
140,152,127,0.350172125,0.231704353,0.057141132,0.239156266,0.308448423
141,153,128,0.364724502,0.249467703,0.065411494,0.255552064,0.325316581
142,154,129,0.238190541,0.107805061,0.015370046,0.134935255,0.183735902
143,155,130,0.232553114,0.113522945,0.019732735,0.131849664,0.158507029
144,156,130,0.343508275,0.225676698,0.056133426,0.231092703,0.299481495
145,157,131,0.275365797,0.157702504,0.034944415,0.172115149,0.20908613
146,158,131,0.242385354,0.115720923,0.029735757,0.137705573,0.155514852
147,159,132,0.335452111,0.214818324,0.054263959,0.221801003,0.285720079
148,160,133,0.1345772,0.05646364,0.005142095,0.083120714,0.105157653
149,161,133,0.564763903,0.473894297,0.24408571,0.47633568,0.521148494
150,162,134,0.464157979,0.363756743,0.250183806,0.400748873,0.468021299
151,163,134,0.668040518,0.576255938,0.408163003,0.592044342,0.591674339
152,164,144,0.192467888,0.080021154,0.012232683,0.097675122,0.127874544
153,165,135,0.221005108,0.105393046,0.018127591,0.12198173,0.157752666
154,166,136,0.459605735,0.374003394,0.138751533,0.376838282,0.453355934
155,167,137,0.475801121,0.392929131,0.154065469,0.395329039,0.470863549
156,168,136,0.190259487,0.094134988,0.018226842,0.11964583,0.122479426
157,169,16,0.680225038,0.730693577,0.84635307,0.749392624,0.779140026
158,170,138,0.635428741,0.760504081,0.855243659,0.754740703,0.74923664
159,171,139,0.704830431,0.805625732,0.890907017,0.79923997,0.767182782
160,172,140,0.328632057,0.208919388,0.049574042,0.220565897,0.289530274
161,173,141,0.286233437,0.157478102,0.029003149,0.173618002,0.230806645
162,174,142,0.246118266,0.115033007,0.015889033,0.13424381,0.180710164
163,175,143,0.146840202,0.03905212,0.002889497,0.061155874,0.071996611
164,176,144,0.142493068,0.037677333,0.003236599,0.06147235,0.066474839
165,177,145,0.143259189,0.035680029,0.001548844,0.053286626,0.070051059
166,178,124,0.149040781,0.040401561,0.001666373,0.057773654,0.079237899
167,179,125,0.106885098,0.019064714,0.00063457,0.037082681,0.053690539
168,180,146,1,1,1,1,1
169,181,147,0.992306338,0.992410933,0.990717049,0.993898229,0.992135869
170,182,148,0.991175086,0.991746509,0.989803722,0.993509234,0.991785852
171,183,149,0.98923891,0.975193285,0.967772434,0.982007767,0.986392063
172,184,150,0.999999995,1,1,0.999999729,1
173,185,151,1,1,1,1,1
174,186,152,0.984414184,0.979555241,0.976317749,0.982081946,0.967528693
175,187,153,0.984116185,0.977790171,0.973745612,0.976963497,0.955994309
176,188,154,0.980496307,0.969977638,0.967102037,0.970021088,0.952320016
177,189,155,0.983667514,0.978455573,0.975679254,0.980984916,0.971342881
178,190,156,0.982386748,0.977138595,0.97284709,0.977763788,0.970102289
179,191,157,0.981524788,0.973721151,0.969337746,0.974699532,0.968851415
180,192,158,0.981606011,0.972452602,0.967379413,0.972670786,0.967795303
181,193,159,0.982283573,0.973815446,0.969713162,0.973878194,0.967281619
182,194,160,0.982193601,0.972647399,0.96813416,0.972587913,0.966569317
183,195,5,-1,-1,-1,-1,-1
184,196,162,0.990145406,0.98754315,0.985372987,0.986287645,0.989049219
185,197,163,0.991816525,0.987363412,0.985755088,0.986818718,0.979460142
186,198,164,0.992217359,0.98082212,0.979998602,0.984523667,0.975514806
187,199,165,0.9888613,0.978641662,0.977332106,0.987255347,0.971355394
188,201,166,-1,-1,-1,-1,-1
189,202,167,0.978961488,0.96751056,0.977959345,0.973233785,0.956002839
190,203,168,0.977920415,0.961236678,0.973045191,0.966148696,0.952389529
191,204,170,1,1,1,1,1
192,205,56,0.78378548,0.763679824,0.897789163,0.775433671,0.81666043
193,206,171,0.79639655,0.765144284,0.901049402,0.783198652,0.822307699
194,207,172,0.806944618,0.77433391,0.905599647,0.794180264,0.827402727
195,208,173,0.8126133,0.782947911,0.910074229,0.804584596,0.833857616
196,209,174,0.817065037,0.788079435,0.912255892,0.810210426,0.837029477
197,210,175,0.822768491,0.797316554,0.91686598,0.81945592,0.843097268
198,211,176,0.828593048,0.806806438,0.921860509,0.826737296,0.849804291
199,212,177,0.835392157,0.812939707,0.92396553,0.830059993,0.853040441
200,213,178,0.84592842,0.824298957,0.928712432,0.836048997,0.861106718
201,214,179,5.35E-64,0,1.14E-89,2.33E-45,3.45E-86
202,215,223,0.717729005,0.620076262,0.589047837,0.643666329,0.676240666
203,216,181,-1,-1,-1,-1,-1
204,217,72,6.52E-06,1.40E-18,8.76E-24,2.82E-07,1.22E-13
205,218,182,2.84E-05,6.29E-17,1.51E-22,1.10E-06,1.94E-11
206,219,183,7.24E-05,4.97E-15,8.96E-23,2.88E-06,9.19E-11
207,220,184,0.000177324,1.60E-13,2.89E-21,7.18E-06,1.33E-09
208,221,183,0.000137045,1.79E-13,7.95E-20,4.68E-06,5.65E-10
209,222,185,0.000233543,4.05E-13,2.25E-20,1.03E-05,3.57E-09
210,223,186,0.000565967,1.37E-11,1.07E-18,2.64E-05,6.72E-08
211,224,185,0.000365171,7.48E-12,1.65E-18,1.29E-05,1.20E-08
212,225,187,0.000822363,7.27E-11,5.26E-18,3.47E-05,9.83E-08
213,226,113,0.002135647,2.89E-08,5.39E-15,4.42E-05,9.24E-06
214,227,188,0.000853552,9.68E-10,1.68E-16,1.14E-05,7.29E-07
215,228,189,0.000317386,1.14E-11,4.67E-19,3.00E-06,4.18E-08
216,229,190,0.000118243,1.61E-13,8.28E-21,1.07E-06,1.63E-09
217,230,191,6.46E-05,7.84E-15,1.06E-21,4.43E-07,4.76E-10
218,231,192,1.92E-11,2.39E-32,1.51E-28,7.56E-14,2.11E-23
219,232,72,0.000114461,2.78E-14,3.22E-20,8.89E-06,1.95E-10
220,233,117,0.152216366,0.039346397,0.002615974,0.062593155,0.06552857
221,234,194,0.12112895,0.019927437,0.000652187,0.041525216,0.039340676
222,235,195,0.080401763,0.004671726,4.63E-05,0.021241304,0.01155347
223,236,82,0.39626767,0.26203628,0.071932603,0.29531739,0.349828456
224,237,196,0.357374944,0.21268375,0.052266564,0.246196687,0.299436981
225,238,197,0.118309546,0.052104263,0.005928775,0.068564117,0.076866929
226,239,198,0.081615528,0.010841127,5.03E-05,0.026621108,0.033764436
227,240,199,0.097201341,0.015717902,0.000170253,0.033744226,0.036660354
228,241,200,0.1143627,0.023342282,0.000495831,0.043342677,0.050489331
229,242,201,0.156775171,0.043335884,0.001690244,0.064773331,0.076668898
230,243,202,0.196360291,0.074316956,0.005759956,0.097243372,0.122033653
231,244,203,0.529046088,0.270287702,0.122219291,0.283511115,0.307178925
232,245,204,0.972962862,0.923908404,0.932651665,0.937407213,0.912971348
233,246,205,0.970061137,0.863577782,0.89588268,0.910277095,0.877539987
234,247,206,0.999995235,0.999998856,0.999997868,0.999999986,1
235,248,129,0.803724673,0.726440644,0.675139039,0.759908195,0.761873263
236,249,207,0.808363164,0.733363586,0.684327709,0.765659041,0.767665783
237,250,208,0.352664021,0.227385721,0.058348307,0.233443112,0.287787941
238,251,208,0.515182537,0.441324904,0.222368545,0.440689149,0.504994936
239,252,209,1,1,1,1,1
240,253,210,0.982998862,0.969020634,0.952014544,0.97414637,0.9739528
241,254,211,0.983539295,0.965836099,0.943689998,0.977665785,0.964527488
242,255,212,0.001509569,8.98E-10,7.23E-16,0.000109395,1.46E-07
243,257,212,0.007160905,8.25E-07,6.49E-13,0.000614262,2.91E-05
244,258,121,0.129350285,0.025407421,0.0006183,0.042377428,0.047302467
245,259,213,0.099140665,0.011671961,0.000117346,0.027213476,0.023077799
246,260,76,0.868937816,0.82469461,0.820322297,0.84172352,0.847248568
247,261,205,0.653526258,0.570590553,0.414545684,0.577052076,0.588271872
248,262,215,0.7127269,0.64775052,0.504876218,0.654393223,0.678908506
249,263,215,0.76399011,0.703707456,0.592911083,0.719102633,0.725724253
250,264,102,0.384758188,0.256479713,0.122424275,0.274210073,0.321354108
251,265,216,0.671284177,0.557084991,0.450156663,0.586772884,0.617955727
252,266,217,0.713227945,0.613525868,0.515045453,0.636231244,0.665910942
253,267,217,0.680798512,0.565240726,0.469357973,0.597019586,0.626475076
254,268,216,0.475759607,0.398949236,0.268526262,0.418836532,0.406958274
255,269,219,0.637467427,0.566381014,0.435423873,0.586475917,0.60130657
256,270,220,0.730653415,0.68017973,0.567416727,0.697718282,0.703641484
257,271,222,0.545886692,0.489797679,0.266405837,0.519521813,0.472492804
258,272,221,0.606269399,0.547065359,0.350257349,0.571633139,0.530603897
259,273,218,0.727304971,0.63291712,0.536343963,0.65895364,0.680131516
260,274,222,0.764822536,0.672528008,0.609842086,0.697054526,0.727489915
261,275,223,0.819309156,0.786224336,0.718794159,0.800243582,0.806887255
262,276,103,0.663576574,0.565050237,0.46064078,0.595400467,0.622885314
263,277,224,0.700045316,0.607655615,0.519509504,0.638524962,0.649969607
264,278,225,0.712720109,0.627834793,0.552815039,0.655541206,0.667242681
265,279,226,0.72879093,0.655395619,0.57360558,0.682794028,0.69751682
266,280,42,0.734209455,0.681076983,0.617144458,0.710327136,0.7937397
267,281,354,0.648806294,0.605219757,0.510197221,0.633508753,0.66685754
268,282,459,0.622040839,0.5863355,0.472867456,0.609340915,0.565700604
269,283,460,0.769525051,0.682338421,0.66220362,0.707040491,0.702229927
270,284,461,0.767288198,0.717579499,0.612974719,0.725558495,0.76503147
271,285,462,0.679991297,0.678986773,0.516252988,0.674731744,0.711632271
272,286,355,0.688148787,0.663191038,0.512632365,0.671497516,0.694545451
273,287,47,0.830693772,0.752449458,0.762790978,0.783035865,0.832982188
274,288,463,0.838579543,0.784906995,0.782786243,0.804845233,0.836187018
275,289,463,0.864291488,0.815526553,0.747307185,0.815540272,0.852804708
276,290,464,0.870135821,0.820457264,0.786664448,0.849309024,0.900973702
277,291,465,0.866850586,0.819263863,0.784895597,0.846070799,0.899236319
278,292,466,0.967313425,0.959868993,0.947788826,0.961361767,0.965340021
279,293,465,0.887929571,0.851250239,0.814562555,0.862256792,0.85439969
280,294,466,0.915470982,0.878638202,0.870497672,0.890096072,0.926539349
281,295,471,0.931704422,0.920311815,0.908136499,0.924675901,0.949878283
282,296,470,0.92549061,0.909753199,0.882400089,0.910676777,0.935653363
283,297,459,0.845599779,0.800630022,0.749707415,0.823357238,0.913775844
284,299,460,0.67576545,0.642397808,0.528510093,0.647144533,0.717610564
285,300,467,0.789704844,0.733480595,0.68409354,0.757564696,0.805422264
286,301,470,0.921970487,0.914482567,0.901180695,0.913966609,0.940308949
287,307,239,0.998013368,0.998619845,0.997804663,0.998570202,0.998899838
288,308,240,0.998004282,0.998605503,0.997826861,0.998568498,0.998892034
289,309,240,0.700559832,0.646675635,0.484340217,0.635000662,0.667411848
290,310,43,0.707518343,0.656100343,0.493556829,0.645783423,0.684051887
291,311,241,0.299203351,0.456500324,0.712674679,0.449354312,0.352639275
292,312,241,0.312716097,0.467153224,0.710477603,0.490950537,0.325577543
293,313,242,0.932411811,0.915098678,0.918014297,0.923830248,0.917249266
294,314,243,0.778883051,0.682653112,0.644317501,0.732634575,0.783145516
295,315,244,0.470183015,0.441463793,0.524475142,0.438357727,0.463077382
296,316,244,0.994984371,0.995431754,0.992937654,0.995953468,0.996130365
297,317,246,0.734091755,0.671352292,0.668542023,0.663746468,0.683770518
298,318,247,0.129720183,0.316724009,0.506330646,0.215649301,0.539582643
299,319,245,0.548037062,0.481215393,0.412463091,0.496717846,0.547025243
300,320,246,0.781397081,0.688979541,0.652594999,0.708023102,0.715341341
301,321,248,0.421384007,0.398222179,0.540450647,0.374670227,0.537509676
302,322,250,0.554767691,0.494370968,0.559198009,0.485183859,0.552161654
303,323,268,0.658411962,0.718373278,0.694493376,0.704909961,0.822400149
304,324,249,0.679444483,0.722516126,0.703126915,0.718223186,0.835818008
305,325,250,0.948399746,0.943158482,0.94161504,0.946217336,0.954166301
306,326,245,0.772889915,0.725134048,0.626555283,0.729948987,0.754744322
307,327,251,0.774796048,0.729020187,0.63559154,0.73522493,0.759836681
308,328,252,0.798351706,0.751994091,0.668206638,0.753408194,0.781158537
309,329,253,0.996553071,0.996004129,0.993560311,0.996567812,0.996519358
310,330,254,0.996271863,0.995658418,0.993306808,0.996363331,0.99634694
311,331,255,0.996812831,0.995888382,0.994142558,0.996473844,0.996453525
312,332,256,0.997024845,0.995701908,0.994350469,0.996775788,0.992975925
313,333,256,0.988982687,0.992709197,0.985653229,0.992415117,0.984980269
314,334,257,0.999945722,0.999928508,0.999875055,0.999947059,0.999923229
315,335,258,0.999896534,0.999942215,0.999843703,0.999933363,0.99992854
316,336,259,0.999833778,0.999926008,0.9998309,0.999930469,0.99989066
317,337,260,0.980191466,0.988249251,0.981465265,0.98717867,0.984423572
318,338,261,0.981151403,0.98933381,0.982133131,0.987507119,0.985932386
319,339,262,0.984917321,0.991118353,0.984556108,0.989387737,0.990044495
320,340,263,0.985881724,0.991318071,0.985224355,0.989595827,0.991100715
321,341,264,0.99028182,0.992168697,0.98820792,0.991228716,0.993524078
322,342,265,0.991191208,0.992492884,0.989270683,0.991558417,0.993813353
323,343,266,0.994518366,0.994431653,0.992730278,0.993928324,0.995117004
324,344,267,0.994820522,0.994517837,0.992999477,0.994071728,0.995279504
325,345,268,0.779455188,0.735293084,0.642915713,0.751160816,0.75355675
326,346,269,0.816827874,0.777113851,0.689859181,0.787803808,0.776892748
327,347,270,0.850661271,0.810393859,0.738798333,0.818346679,0.809301254
328,348,271,0.959010556,0.95203711,0.956991219,0.964602957,0.977741422
329,349,272,0.962347444,0.954750831,0.95994146,0.965749403,0.978070075
330,350,274,1,1,1,1,1
331,351,275,0.997376092,0.994450283,0.995219229,0.996777777,0.995873525
332,352,276,1,1,1,1,1
333,353,277,0.99652152,0.994248553,0.994448579,0.996317161,0.996971884
334,354,278,1,1,1,1,1
335,355,279,0.996926444,0.99563219,0.994437596,0.996325697,0.996321753
336,356,260,0.983046037,0.99351147,0.994938559,0.990423978,0.995640538
337,357,280,0.992280399,0.995497272,0.992717757,0.994602047,0.994326908
338,358,281,0.992517078,0.995560713,0.993045369,0.994733692,0.994483486
339,359,282,0.992773019,0.995655342,0.993482945,0.994881409,0.994632394
340,360,283,0.992897792,0.995669248,0.993517984,0.994928024,0.994712215
341,361,284,0.993303376,0.995576208,0.993767803,0.994960058,0.994865645
342,362,285,0.993553677,0.995613679,0.994117794,0.995037484,0.994978512
343,363,286,0.993857794,0.995467978,0.994268215,0.995116821,0.995082288
344,364,287,0.994042341,0.995350517,0.994540076,0.995162259,0.995152302
345,365,342,-1,-1,-1,-1,-1
346,366,343,0.91817921,0.857387073,0.905364579,0.922969691,0.983026787
347,367,288,0.921059762,0.865844553,0.909078481,0.926114245,0.984212416
348,368,289,0.920471133,0.864312785,0.908968514,0.925764377,0.984193685
349,369,290,0.919157447,0.859516619,0.908830588,0.923967291,0.984091763
350,370,291,0.919109108,0.859507626,0.909770246,0.924404649,0.984479543
351,371,292,0.917629027,0.858283857,0.909829567,0.923774729,0.984541903
352,372,293,0.917487755,0.859075612,0.910552413,0.924380669,0.984841036
353,373,294,0.916318509,0.859389953,0.911127803,0.923309379,0.985127623
354,374,295,0.916444537,0.861613036,0.91282915,0.923935192,0.985793442
355,375,296,1,1,1,1,1
356,376,297,0.998032732,0.997860223,0.997190292,0.997423778,0.99922508
357,377,298,0.998147333,0.997734674,0.997154955,0.997558553,0.999267013
358,378,299,0.998277661,0.997974389,0.99744202,0.997691999,0.999281002
359,379,339,0.988624357,0.980699842,0.989454696,0.989978823,0.99788316
360,380,300,0.989081764,0.983899788,0.989571323,0.990728624,0.997822948
361,381,301,0.989143951,0.984048431,0.989511114,0.990795654,0.997759767
362,382,302,0.991183248,0.986448762,0.989614039,0.991401268,0.997347672
363,383,340,0.988055223,0.982537988,0.986480231,0.989513706,0.996485193
364,384,303,0.988004735,0.982976819,0.987350255,0.989641193,0.99704411
365,385,304,0.989060437,0.984656757,0.988585218,0.990377063,0.997416607
366,386,305,0.989123145,0.98483706,0.988872287,0.990547058,0.99754962
367,387,306,0.989221687,0.98503513,0.989166302,0.990586252,0.997683943
368,388,302,0.988574686,0.980426498,0.989606345,0.990283335,0.998066692
369,389,307,0.989028536,0.980732669,0.990084563,0.990294558,0.998268284
370,390,308,0.989228447,0.980793444,0.990385333,0.990333168,0.998390796
371,391,309,-1,-1,-1,-1,-1
372,392,310,0.998114796,0.997531999,0.996699413,0.997857975,0.997444197
373,393,311,0.998157262,0.997611877,0.996765241,0.997919273,0.997526673
374,394,312,0.99816674,0.997583263,0.996776007,0.997894573,0.997509138
375,395,313,0.998286343,0.997770997,0.996937241,0.998052006,0.997702658
376,396,314,0.998322492,0.997876046,0.997062305,0.998159064,0.997829409
377,397,315,0.99853471,0.998155113,0.997362223,0.998414484,0.998144971
378,398,316,0.999021197,0.998049435,0.998246441,0.998400251,0.999549491
379,399,317,1,1,1,1,1
380,400,318,0.999514034,0.998958635,0.998878439,0.999335341,0.998827428
381,401,319,1,1,1,1,1
382,402,320,1,1,1,1,1
383,403,321,0.999085582,0.998627411,0.998055296,0.998799464,0.998676968
384,404,322,0.99938123,0.999043928,0.998720219,0.999267153,0.99917149
385,405,323,0.99935365,0.99898436,0.998695141,0.999224511,0.999104465
386,406,273,0.99999816,0.99999843,0.999999988,0.999999849,1
387,407,324,0.999901235,0.999614491,0.999562832,0.999632725,0.997991359
388,408,325,0.999764496,0.998959966,0.99883014,0.999096424,0.997792605
389,409,326,0.999352707,0.99866266,0.998648649,0.998869192,0.99829889
390,410,330,0.999952763,0.999938916,0.999948431,0.999948642,0.99995102
391,411,331,0.999958992,0.999934752,0.999957285,0.999951706,0.999948333
